items,Items_id,Sub Category,Items_Category,Price,Discount,Rating,No_of_Review,BuyingProspect
"David’s Cookies Mile High Peanut Butter Cake, 6.8 lbs (14 Servings)",1,Bakery & Desserts,1,56.99,0,4.3,265,1139.5
"The Cake Bake Shop 8"" Round Carrot Cake (16-22 Servings)",2,Bakery & Desserts,1,159.99,0,5,1,5
"St Michel Madeleine, Classic French Sponge Cake 100 - count",3,Bakery & Desserts,1,44.99,0,4.1,441,1808.1
"David's Cookies Butter Pecan Meltaways 32 oz, 2-pack",4,Bakery & Desserts,1,39.99,0,4.7,9459,44457.3
"David’s Cookies Premier Chocolate Cake, 7.2 lbs (Serves 14)",5,Bakery & Desserts,1,59.99,0,4.5,758,3411
David's Cookies Mango & Strawberry Cheesecake 2-count (28 Slices Total),6,Bakery & Desserts,1,59.99,0,4.4,369,1623.6
"La Grande Galette French Butter Cookies, 1.3 lb, 6-pack",7,Bakery & Desserts,1,74.99,0,4.7,2241,10532.7
"David's Cookies No Sugar Added Cheesecake & Marble Truffle Cake, 2-pack (28 Slices Total)",8,Bakery & Desserts,1,59.99,0,4.4,232,1020.8
David's Cookies Brownie and Cookie Combo Pack,9,Bakery & Desserts,1,29.99,0,4.4,1679,7387.6
"The Cake Bake Shop 8"" Round Chocolate Cake (16-22 Servings)",10,Bakery & Desserts,1,159.99,0,5,2,10
"David's Cookies 10"" Rainbow Cake  (12 Servings)",11,Bakery & Desserts,1,62.99,0,4,357,1428
The Cake Bake Shop 2 Tier Special Occasion Cake (16-22 Servings),12,Bakery & Desserts,1,299.99,0,3,1,3
David's Cookies 90-piece Gourmet Chocolate Chunk Frozen Cookie Dough,13,Bakery & Desserts,1,54.99,0,4.7,273,1283.1
"David's Cookies Chocolate Fudge Birthday Cake, 3.75 lbs.  Includes Party Pack (16 Servings)",14,Bakery & Desserts,1,54.99,0,4.6,369,1697.4
Ferrara’s Bakery New York Cheesecake 2-pack,15,Bakery & Desserts,1,89.99,0,4.6,133,611.8
"David’s Cookies Variety Cheesecakes, 2-pack (28 Slices Total)",16,Bakery & Desserts,1,59.99,0,4.5,452,2034
"Classic Cake Tiramisu Quarter Sheet Cake (14 Pre-Cut Total Slices, 4.57 Oz. Per Slice, 4 Lbs. Total Box)",17,Bakery & Desserts,1,89.99,0,0,0,0
Mary Macleod's Gluten Free Shortbread Cookies Mixed Assortment 8-Pack ,18,Bakery & Desserts,1,49.99,0,4.2,85,357
"The Cake Bake Shop 8"" Round Pixie Fetti Cake (16-22 Servings)",19,Bakery & Desserts,1,159.99,0,1.5,2,3
"Classic Cake Chocolate Entremet Quarter Sheet Cake (14 Pre-Cut Total Slices, 4 Oz. Per Slice, 3.5 Lbs. Total Box)",20,Bakery & Desserts,1,89.99,0,0,0,0
"Ferrara’s Bakery 8 in. Tiramisu Cake, 2-pack",21,Bakery & Desserts,1,99.99,0,3.6,5,18
"Classic Cake Limoncello Quarter Sheet Cake (14 Pre-Cut Total Slices, 4 Oz. Per Slice, 3.5 Lbs Total Box)",22,Bakery & Desserts,1,89.99,0,3,2,6
deMilan Panettone Classico Tin Cake 2.2 lb Tin,23,Bakery & Desserts,1,24.99,0,4.7,687,3228.9
David’s Cookies Decadent Triple Chocolate made with mini Hershey’s Kisses and Reese’s Peanut Butter Cup Cookies Tin – 2 Count,24,Bakery & Desserts,1,39.99,0,4.3,845,3633.5
Ferrara's Bakery 4 lbs. Italian Cookie Pack,25,Bakery & Desserts,1,72.99,0,4.3,87,374.1
"Ferrara's Bakery 48 Mini Cannoli's (24 Plain Filled and 24 Hand Dipped Belgian Chocolate) - 1.5"" to 2"" In Length",26,Bakery & Desserts,1,119.99,0,2.2,4,8.8
Ferrara's Bakery 24 Large Cannoli's (12 Plain Filled and 12 Hand Dipped Belgian Chocolate),27,Bakery & Desserts,1,109.99,0,4.2,181,760.2
"Mary Macleod’s Shortbread, Variety Tin, 3-pack, 24 cookies per tin",28,Bakery & Desserts,1,99.99,0,4,16,64
Ferrara's Bakery Rainbow Cookies 1.5 lb,29,Bakery & Desserts,1,34.99,0,4.5,702,3159
Ferrara's Bakery 2 lb Italian Cookie Tray and Struffoli,30,Bakery & Desserts,1,59.99,0,4.2,137,575.4
"Tootie Pie 11"" Heavenly Chocolate Pie, 2- pack ",31,Bakery & Desserts,1,89.99,0,3,5,15
"Tootie Pie 11"" Whiskey Pecan Pie, 2-pack",32,Bakery & Desserts,1,89.99,0,0,0,0
"Tootie Pie 11"" Huge Original Apple Pie",33,Bakery & Desserts,1,59.99,0,0,0,0
"Pulp & Press Organic Cold-Pressed Wellness Shot Pack, 48-pack",34,Beverages & Water,2,99.99,30,4.5,28,126
"Kirkland Signature Bottled Water 16.9 fl oz, 40-count, 48 Case Pallet",35,Beverages & Water,2,439.99,0,4.3,1957,8415.1
Pulp and Press 3-Day Organic Cold Pressed Juice Cleanse,36,Beverages & Water,2,89.99,20,4.4,40,176
"Olipop 12 oz Prebiotics Soda Variety Pack, 24 Count",37,Beverages & Water,2,54.99,0,4.8,33,158.4
"Joyburst Energy Variety, 12 fl oz, 18-count",38,Beverages & Water,2,32.99,0,5,1,5
"Starbucks Classic Hot Cocoa Mix 30 oz, 2-pack",39,Beverages & Water,2,34.99,0,4.5,1911,8599.5
"VitaCup Green Tea Instant Packets with Matcha, Enhance Energy & Detox, 2-pack (48-count total)",40,Beverages & Water,2,39.99,0,4,138,552
"Sencha Naturals Everyday Matcha Green Tea Powder, 3-pack",41,Beverages & Water,2,49.99,0,4.8,1150,5520
Vonbee Honey Citron & Ginger Tea 4.4 lb 2-pack,42,Beverages & Water,2,34.99,0,4.7,2340,10998
"100% Spring Water, 2.5 Gallon, 2-count, 48 Case Pallet",43,Beverages & Water,2,549.99,0,3.6,15,54
"Tiesta Tea Blueberry Wild Child, 2 - 1 Pound Bags & 5.5oz Tin",44,Beverages & Water,2,59.99,0,4.8,312,1497.6
"Pressed Cold-Pressed Juice & Shot Bundle -18 Bottles, 9 Juices & 9 Shots",45,Beverages & Water,2,69.99,0,4,777,3108
Pressed 3-Day Cleanse Bundle (18 Juices & 6 Shots),46,Beverages & Water,2,99.99,0,4.1,753,3087.3
"Pressed 5-day Cleanse Bundle - 40 bottles, 30 Juices, and 10 Shots",47,Beverages & Water,2,139.99,0,3.8,49,186.2
Pulp and Press 5-Day Organic Cold Pressed Juice Cleanse,48,Beverages & Water,2,159.99,0,4.3,210,903
"Pulp & Press Organic Cold-Pressed Juice Variety Pack, 18-pack",49,Beverages & Water,2,99.99,0,5,6,30
Tiesta Tea Loose Leaf Tea Variety 3-Pack (16 oz each),50,Beverages & Water,2,69.99,0,4.9,62,303.8
"Pressed Cold-Pressed Greens, Roots & Citrus Bundle  (12 oz) 15-count",51,Beverages & Water,2,74.99,0,4.3,354,1522.2
"Joyburst Hydration Drink, Variety Pack, 12 fl oz, 24-count ",52,Beverages & Water,2,54.99,0,4.7,6,28.2
"Pressed 3-day Beginner Cleanse Bundle  - 24 bottles, 18 Juice and  6 Shots",53,Beverages & Water,2,99.99,0,4,35,140
"Ready Sports Drink Light, Mango Lemonade, 16.9 fl oz, 12-count",54,Beverages & Water,2,24.99,0,4,3,12
"Cherry Bay Orchards Tart Cherry Concentrate 32 fl. oz., 2-pack",55,Beverages & Water,2,39.99,0,4.8,1251,6004.8
Pressed 36-count (2 oz) Wellness Shots ,56,Beverages & Water,2,89.99,0,4.2,90,378
"Joyburst Energy Drink, Frose Rose, 12 fl oz, 12-count",57,Beverages & Water,2,24.49,0,3.7,21,77.7
NuTrail Keto Nut Granola Blueberry Cinnamon 2-Pack (22 oz each),58,Breakfast,3,28.99,8,4.8,1275,6120
NuTrail Keto Nut Granola Honey Nut 2-pack (22 oz. each),59,Breakfast,3,36.99,0,4.7,149,700.3
"Utah Truffles Dark Chocolate Truffles With Sea Salt 16 oz, 2-pack",60,Candy,4,29.99,0,4.8,227,1089.6
"Utah Truffle Milk Chocolate Mint Truffles 16 oz, 2-pack",61,Candy,4,29.99,0,4.9,761,3728.9
"Chocolate Moonshine Co. Belgian Artisan Chocolate Caramel Biscuit Bark, 20 oz.",62,Candy,4,44.99,0,0,0,0
"Bouchard Belgian Napolitains Premium Dark Chocolate 32 oz,  2-pack",63,Candy,4,49.99,0,4.7,1452,6824.4
"Ghirardelli Chocolate Squares Premium Chocolate Assortment, 23.8 oz",64,Candy,4,18.99,0,4.7,601,2824.7
Godiva Masterpieces Assortment of Legendary Milk Chocolate 14.9 oz 4-Pack,65,Candy,4,54.99,0,4.7,228,1071.6
"Kiss My Keto Gummy Candy Fish Friends, 6-count, 2-pack",66,Candy,4,32.99,0,4,12,48
"Chocolate Moonshine Co. Belgian Artisan Black Cherry Bourbon Bark, 20 oz.",67,Candy,4,44.99,0,2.5,2,5
"Kiss My Keto Gummies Tropical Rings, 6-count, 2-pack",68,Candy,4,32.99,0,3.4,7,23.8
Godiva Assorted Chocolate Gold Collection Gift Box 36-pieces,69,Candy,4,46.99,0,4.6,165,759
"Sanders Dark Chocolate Sea Salt Caramels 36 oz., 2-pack",70,Candy,4,34.99,0,4.6,6766,31123.6
"Sanders Milk Chocolate Sea Salt Caramels 36 oz., 2-pack",71,Candy,4,34.99,0,4.7,2848,13385.6
"Truffettes de France Cocoa Truffles 16 oz, 4-pack",72,Candy,4,34.99,0,4.6,345,1587
Page Not Found!,73,Candy,4,18.99,0,4.7,68,319.6
"A'cappella Caramel Ensemble, 3.25 oz, 8-count",74,Candy,4,42.99,0,3,8,24
Sanders Dark Chocolate Sea Salt Bourbon 2-pack (36 oz.),75,Candy,4,34.99,0,0,0,0
"Mrs. Calls Kettle Cooked Sea Salt Soft Caramels 25 oz, 2-pack",76,Candy,4,34.99,0,4.7,35,164.5
"Chocolate Moonshine Fudge, 6 count Variety Party Pack, 3 lbs Total",77,Candy,4,39.99,0,4.2,11,46.2
"Popcornopolis Pumpkin Spice Cone, 4.5 oz, 12 pack",78,Candy,4,54.99,0,4,1,4
"A'cappella Knotty Grahams Ensemble, 4.5 oz, 8-count",79,Candy,4,42.99,0,3.4,14,47.6
"A'cappella Bark Ensemble, 3.4 oz, 8-count",80,Candy,4,42.99,0,3.8,12,45.6
Godiva Dark Chocolate Ganache Hearts 14.8 oz 4-pack,81,Candy,4,54.99,0,0,0,0
Ghirardelli Chocolate Assortment Valentine's Duet Hearts. 15.2 oz. ,82,Candy,4,17.99,0,0,0,0
"Nellie’s Laundry Soda, 400 Loads",83,Cleaning Supplies,5,42.99,12,4.8,2658,12758.4
Nellie’s Laundry Starter Pack,84,Cleaning Supplies,5,54.99,0,4.6,386,1775.6
"Nellie’s Baby Laundry Soda, 500 Loads",85,Cleaning Supplies,5,89.99,0,4.7,3,14.1
"Nellie's Laundry Nuggets, 350 Loads",86,Cleaning Supplies,5,84.99,0,4.3,19,81.7
"Nellie's Laundry Soda, 800 Loads",87,Cleaning Supplies,5,89.99,0,4.8,1171,5620.8
"ECOS HE Laundry Detergent Sheets, Free & Clear, 100 Loads, 100 Sheets, 2-count",88,Cleaning Supplies,5,38.99,0,4.6,308,1416.8
"ECOS HE Liquid Laundry Detergent, Magnolia & Lily, 210 Loads, 210 fl oz, 2-count",89,Cleaning Supplies,5,38.99,0,4.7,1064,5000.8
